full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.homology.chains,chains,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.chains.CellComplexReference,CellComplexReference,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.chains.Chains,Chains,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.chains.Cochains,Cochains,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.chains.Element,Element,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.free_resolution,free_resolution,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.free_resolution.FiniteFreeResolution,FiniteFreeResolution,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.free_resolution.FiniteFreeResolution_free_module,FiniteFreeResolution_free_module,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.free_resolution.FiniteFreeResolution_singular,FiniteFreeResolution_singular,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.free_resolution.FreeResolution,FreeResolution,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.graded_resolution,graded_resolution,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.graded_resolution.GradedFiniteFreeResolution,GradedFiniteFreeResolution,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.graded_resolution.GradedFiniteFreeResolution_free_module,GradedFiniteFreeResolution_free_module,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.graded_resolution.GradedFiniteFreeResolution_singular,GradedFiniteFreeResolution_singular,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.hochschild_complex,hochschild_complex,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.hochschild_complex.Element,Element,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.hochschild_complex.HochschildComplex,HochschildComplex,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_group,homology_group,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.homology_group.HomologyGroup,HomologyGroup,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_group.HomologyGroup_class,HomologyGroup_class,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_morphism,homology_morphism,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.homology_morphism.InducedHomologyMorphism,InducedHomologyMorphism,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis,homology_vector_space_with_basis,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.homology_vector_space_with_basis.CohomologyRing,CohomologyRing,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.CohomologyRing_mod2,CohomologyRing_mod2,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.Element,Element,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.HomologyVectorSpaceWithBasis,HomologyVectorSpaceWithBasis,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.HomologyVectorSpaceWithBasis_mod2,HomologyVectorSpaceWithBasis_mod2,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.is_GF2,is_GF2,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.homology_vector_space_with_basis.sum_indices,sum_indices,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.koszul_complex,koszul_complex,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.koszul_complex.KoszulComplex,KoszulComplex,rustmath-homology,FULL,Implemented in rustmath-homology
sage.homology.matrix_utils,matrix_utils,rustmath-homology,FULL,Module structure in rustmath-homology
sage.homology.matrix_utils.dhsw_snf,dhsw_snf,rustmath-homology,FULL,Implemented in rustmath-homology
sage.libs.flint.arith_sage,arith_sage,N/A,STUB,Not implemented in RustMath
sage.logic,logic,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.booleval,booleval,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.booleval.eval_f,eval_f,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.booleval.eval_formula,eval_formula,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.booleval.eval_op,eval_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.boolformula,boolformula,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.boolformula.BooleanFormula,BooleanFormula,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.boolformula.is_consequence,is_consequence,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic,logic,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.logic.SymbolicLogic,SymbolicLogic,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval,eval,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_and_op,eval_and_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_bin_op,eval_bin_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_iff_op,eval_iff_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_ifthen_op,eval_ifthen_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_ltor_toks,eval_ltor_toks,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_mon_op,eval_mon_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.eval_or_op,eval_or_op,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.get_bit,get_bit,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.reduce_bins,reduce_bins,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.reduce_monos,reduce_monos,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logic.tokenize,tokenize,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser,logicparser,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.logicparser.apply_func,apply_func,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.get_trees,get_trees,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.parse,parse,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.parse_ltor,parse_ltor,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.polish_parse,polish_parse,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.prefix_to_infix,prefix_to_infix,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.recover_formula,recover_formula,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.recover_formula_internal,recover_formula_internal,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.to_infix_internal,to_infix_internal,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.tokenize,tokenize,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logicparser.tree_parse,tree_parse,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.logictable,logictable,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.logictable.Truthtable,Truthtable,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.propcalc,propcalc,rustmath-logic,FULL,Module structure in rustmath-logic
sage.logic.propcalc.consistent,consistent,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.propcalc.formula,formula,rustmath-logic,FULL,Implemented in rustmath-logic
sage.logic.propcalc.get_formulas,get_formulas,rustmath-logic,FULL,Implemented in rustmath-logic
sage.manifolds,manifolds,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.calculus_method,calculus_method,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.calculus_method.CalculusMethod,CalculusMethod,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.catalog,catalog,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.catalog.Kerr,Kerr,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.catalog.Minkowski,Minkowski,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.catalog.RealProjectiveSpace,RealProjectiveSpace,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.catalog.Torus,Torus,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart,chart,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.chart.Chart,Chart,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart.CoordChange,CoordChange,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart.RealChart,RealChart,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart_func,chart_func,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.chart_func.ChartFunction,ChartFunction,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart_func.ChartFunctionRing,ChartFunctionRing,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.chart_func.MultiCoordFunction,MultiCoordFunction,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.continuous_map,continuous_map,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.continuous_map.ContinuousMap,ContinuousMap,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.continuous_map_image,continuous_map_image,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.continuous_map_image.ImageManifoldSubset,ImageManifoldSubset,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.affine_connection,affine_connection,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.affine_connection.AffineConnection,AffineConnection,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield,automorphismfield,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield.AutomorphismField,AutomorphismField,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield.AutomorphismFieldParal,AutomorphismFieldParal,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield_group,automorphismfield_group,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield_group.AutomorphismFieldGroup,AutomorphismFieldGroup,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.automorphismfield_group.AutomorphismFieldParalGroup,AutomorphismFieldParalGroup,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.bundle_connection,bundle_connection,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.bundle_connection.BundleConnection,BundleConnection,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class,characteristic_cohomology_class,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.Algorithm_generic,Algorithm_generic,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.CharacteristicCohomologyClassRing,CharacteristicCohomologyClassRing,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.CharacteristicCohomologyClassRingElement,CharacteristicCohomologyClassRingElement,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.ChernAlgorithm,ChernAlgorithm,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.EulerAlgorithm,EulerAlgorithm,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.PontryaginAlgorithm,PontryaginAlgorithm,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.PontryaginEulerAlgorithm,PontryaginEulerAlgorithm,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.additive_sequence,additive_sequence,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.fast_wedge_power,fast_wedge_power,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.characteristic_cohomology_class.multiplicative_sequence,multiplicative_sequence,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.chart,chart,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.chart.DiffChart,DiffChart,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.chart.DiffCoordChange,DiffCoordChange,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.chart.RealDiffChart,RealDiffChart,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.curve,curve,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.curve.DifferentiableCurve,DifferentiableCurve,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.de_rham_cohomology,de_rham_cohomology,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.de_rham_cohomology.DeRhamCohomologyClass,DeRhamCohomologyClass,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.de_rham_cohomology.DeRhamCohomologyRing,DeRhamCohomologyRing,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.degenerate,degenerate,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.degenerate.DegenerateManifold,DegenerateManifold,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.degenerate.TangentTensor,TangentTensor,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.degenerate_submanifold,degenerate_submanifold,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.degenerate_submanifold.DegenerateSubmanifold,DegenerateSubmanifold,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.degenerate_submanifold.Screen,Screen,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_form,diff_form,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.diff_form.DiffForm,DiffForm,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_form.DiffFormParal,DiffFormParal,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_form_module,diff_form_module,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.diff_form_module.DiffFormFreeModule,DiffFormFreeModule,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_form_module.DiffFormModule,DiffFormModule,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_form_module.VectorFieldDualFreeModule,VectorFieldDualFreeModule,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.diff_map,diff_map,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.diff_map.DiffMap,DiffMap,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
sage.manifolds.differentiable.differentiable_submanifold,differentiable_submanifold,rustmath-manifolds,FULL,Module structure in rustmath-manifolds
sage.manifolds.differentiable.differentiable_submanifold.DifferentiableSubmanifold,DifferentiableSubmanifold,rustmath-manifolds,FULL,Implemented in rustmath-manifolds
